seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
3998,1,1,1,131,1,1120,0,5,5,1,2,56,1,NA,NA,NA,NA,1,M,1,6,1,0,1958,2436,1958,2436,1325,145,0,4.800000191,1,1,4,1,1,0,30.14999962,31.05999947,2,360,NA,145,2,1,0,N,0,0,3,119.8349991,3.200000048,0,1,1,0,0,12,209.7943878,0,0
3999,1,1,1,125,1,1120,0,5,5,1,2,59,1,NA,NA,NA,NA,1,M,3,6,1,0,4525,0,4525,0,1287,131.5,0,9.199999809,1,1,4,2,1,0,27.56999969,35.54000092,2,360,NA,131.5,2,1,0,Y,0,0,3,41.20000076,10.60000038,0,0,1,0,0,12,249.0624237,0,0
4002,1,1,1,116,1,1120,0,5,5,1,2,43,1,NA,NA,NA,NA,2,M,2,12,12,0,2309,790,2817,790,2037,146,0,4.400000095,1,1,4,1,1,0,18.79999924,26.20000076,2,360,NA,146,3,0,0,N,0,0,3,129.8000031,3.599999905,0,1,1,0,0,12,193.3210754,0,1
4003,1,1,1,98,1,1120,0,5,5,1,2,46,1,NA,NA,NA,NA,1,M,0,3,3,0,1863,1041,1863,1041,869,122,0,34,1,1,3,2,1,0,29.89999962,31.10000038,2,360,NA,122,2,0,0,N,0,0,3,56.09999847,3.200000048,0,0,1,0,0,12,230.2820435,0,0
4005,1,1,1,150,1,1120,0,5,5,1,2,31,1,NA,NA,NA,NA,3,U,0,7,3,0,1670,0,2814,3423,1308,187,0,19,2,1,12,1,1,0,21,38.40000153,2,360,NA,187,3,0,0,N,0,0,3,94,5.300000191,0,0,1,0,0,14,215.6155853,0,1
4006,1,1,1,100,1,1120,0,5,5,1,2,58,1,NA,NA,NA,NA,1,M,0,3,3,0,3016,1300,3016,1300,1078,125,0,31.39999962,1,1,6,2,1,0,24.89999962,36.40000153,2,360,NA,125,2,0,0,Y,0,0,3,44.40000153,3.200000048,0,0,1,0,0,14,198.0045319,0,0
4007,1,1,1,67,1,1120,0,5,8,2,4,30,1,NA,NA,NA,NA,1,U,0,2,1,0,2500,0,2500,0,728,74,0,19.79999924,1,1,5,2,1,0,28.89999962,33.79999924,2,360,NA,74,2,1,0,N,0,0,3,32.59999847,10.60000038,0,1,1,1,0,14,237.8391876,0,0
4008,1,1,1,111,1,1120,1,4,4,1,2,42,1,NA,NA,NA,NA,2,M,0,5,2,0,1733,1083,1733,1083,1764,117,0,9.699999809,1,1,0,2,4,0,17.10000038,21,2,360,NA,117,3,1,0,N,0,0,3,9.699999809,3.599999905,1,1,0,0,1,12,253.4375,0,1
4009,1,1,1,159,1,1120,0,5,5,1,2,77,1,NA,NA,NA,NA,1,M,1,7,7,0,5416,1040,5416,1040,1638,177,0,46,1,1,2,2,3,0,25.37999916,33.65000153,2,360,NA,177,2,1,0,N,0,0,3,74.69999695,10.60000038,0,0,1,1,1,14,222.50914,0,0
4010,1,1,1,90,1,1120,0,5,5,1,2,62,1,NA,NA,NA,NA,1,M,1,7,7,0,2600,2500,2600,2500,1091,105,0,25,1,1,6,1,2,0,21,22.5,2,360,NA,105,1,1,0,N,0,0,3,73.40000153,3.900000095,0,0,1,0,1,12,212.0535583,0,0
4011,1,1,1,75,1,1120,0,5,5,1,2,65,1,NA,NA,NA,NA,1,M,2,25,5,0,3817,1289,3817,1289,795,97.5,0,57.09999847,1,1,6,2,1,0,15.60000038,32.40000153,2,360,NA,104,1,0,0,N,0,0,3,85.30000305,3.200000048,0,1,1,1,1,12,279.5233765,0,0
4013,1,1,1,139,1,1120,0,4,4,1,2,40,3,NA,NA,NA,NA,1,M,0,6.5,6.5,0,1551,1144,2079,3427,1276,146,0,8.899999619,3,1,6,2,1,0,23.10000038,35.79999924,2,360,NA,147.5,2,1,0,Y,1,0,3,35.40000153,3.900000095,0,0,1,1,0,13,271.3592224,0,0
4014,1,1,1,104,1,1120,0,4,8,1,4,42,1,NA,NA,NA,NA,1,U,0,2,2,0,2626,0,3857,0,1033,116,0,19.39999962,1,1,7,2,5,0,26.5,38.70000076,2,360,NA,125,1,1,0,Y,0,0,3,48.5,2,0,1,1,0,0,16,200.1977386,0,0
4015,1,1,1,197,1,1120,0,3,3,1,2,74,1,NA,NA,NA,NA,3,U,1,3.5,3.5,0,1733,1560,2100,1700,1806,219,0,29,2,1,0,2,4,0,16,17.60000038,2,360,NA,229,3,1,0,N,0,0,3,36.93999863,3.599999905,0,0,0,0,1,14,293.0956421,0,1
4017,1,1,1,110,1,1120,0,5,8,1,4,47,1,NA,NA,NA,NA,1,U,0,11,4,0,3833,0,3833,0,1150,122.5,0,16.29999924,1,1,3,2,1,0,30.02000046,32.36999893,2,360,NA,125,2,1,0,N,0,0,3,40.40000153,3.900000095,0,0,1,0,0,12,249.0624237,0,0
4018,1,1,1,81,2,1120,1,3,8,2,4,55,0,NA,4,9,NA,1,U,1,6,3,0,4333,0,4606,0,839,101,0,38,1,1,10,1,2,0,18,25,2,360,NA,92,2,0,0,N,0,0,2,143,10.60000038,1,1,0,0,1,12,557.1428833,0,0
4019,1,1,1,83,3,1120,1,5,8,1,4,46,0,NA,6,NA,NA,1,U,0,3.5,2.5,0,3808,0,3808,0,896,110,0,47,1,1,9,2,1,0,23,36,2,360,NA,110,2,0,0,N,0,1,2,51,4.300000191,1,1,0,0,1,12,852.3809814,0,0
4020,1,1,1,105,3,1120,0,5,5,1,2,58,0,NA,9,NA,NA,1,M,1,23,15,1,2819,1517,3343,1517,1112,140,0,55,2,1,9,1,2,0,23,35,1,360,NA,140,1,0,0,N,0,0,1,201,3.200000048,0,0,1,1,0,17,225.143692,0,0
4021,1,1,2,150,1,1120,0,5,5,1,2,198,3,NA,NA,NA,NA,4,M,2,14,4,1,16053,1014,16525,1014,1527,214,0,249,2,1,11,1,1,0,9,23,2,360,NA,224,3,0,0,N,0,0,1,452,3.200000048,0,1,1,1,1,20,226.244339,1,1
4023,1,1,1,100,1,1120,0,3,8,1,4,62,0,NA,NA,NA,NA,1,M,0,20,3,0,4062,0,5179,0,1052,233,0,203,1,1,10,1,1,0,27,35,1,360,NA,250,2,0,0,N,0,0,1,406,3.900000095,0,1,1,1,1,14,213.1527863,0,0
4026,1,1,1,112,2,1120,0,5,8,2,4,51,0,NA,9,NA,NA,1,U,0,16,16,0,4230,0,4230,0,1181,140,0,52,2,1,9,2,1,0,28,35,2,360,NA,140,2,0,0,N,0,0,1,95,1.799999952,0,0,1,1,0,16,219.3886719,0,0
4030,1,1,1,102,1,1120,0,5,5,1,3,49,0,NA,NA,NA,NA,1,M,3,5,5,0,4072,0,4072,0,1038,170,0,4,1,1,25,1,1,0,25.48200035,33.38899994,2,360,NA,170,2,0,0,N,0,0,1,295,5.300000191,0,0,0,0,1,18,224.8014069,0,0
4031,1,1,1,250,1,1120,0,5,5,1,3,107,8,NA,NA,NA,NA,1,M,1,11,4.5,0,6891,1450,6891,1450,2389,285,0,26,1,1,19,2,1,0,28.63999939,30.07999992,1,360,NA,290,2,1,0,Y,0,0,1,52,3.200000048,0,0,1,0,0,17,221.4040222,0,0
4032,1,1,1,200,3,1120,0,5,5,1,3,109,0,9,9,NA,NA,1,U,0,3,3,0,6500,2600,6500,2600,2142,295,0,64,1,1,24,2,3,0,23.12999916,30.29999924,2,360,NA,295,2,0,0,N,0,0,1,163,10.60000038,0,0,1,1,0,18,220.4878235,0,0
4033,1,1,1,260,1,1120,0,5,5,1,3,106,8,NA,NA,NA,NA,1,M,2,2.299999952,2.299999952,0,6250,0,8698,0,2335,325,0,288,1,1,19,1,2,0,26.84000015,34.58000183,1,360,NA,326,2,0,0,Y,0,0,1,367,3.200000048,0,0,1,0,0,18,293.6782227,0,0
4034,1,1,1,290,3,1120,0,5,5,1,3,117,0,9,9,NA,NA,1,M,0,20,4,0,5400,4380,5400,4380,3051,405,0,246,1,1,30,1,2,0,31.20000076,39.79999924,2,360,NA,412,2,0,0,Y,0,0,2,461,3.200000048,0,0,1,1,0,18,268.4025879,0,0
4035,1,1,1,260,3,1120,0,5,5,1,3,228,0,4,4,NA,NA,1,M,1,19,3.700000048,0,33846,0,33846,0,2434,325,0,159,2,1,40,1,1,0,9.529999733,16.93000031,2,360,NA,325,2,0,0,N,0,0,1,586,3.099999905,0,0,1,1,1,16,268.8561401,0,0
4036,1,1,1,287,1,1120,0,5,5,1,3,110,9,NA,NA,NA,NA,1,M,3,4,4,0,7250,0,9303,0,2874,325,0,82,1,1,27,1,1,0,30.87999916,34.08000183,2,360,NA,325,2,1,0,N,1,0,1,130,3.099999905,0,1,1,1,0,16,191.3909302,0,0
4037,1,1,1,152,1,1120,0,5,5,1,3,60,3,NA,NA,NA,NA,1,M,0,7,0.5,0,3500,1500,3500,1500,1447,999999.375,0,11,1,1,37,2,2,0,28.94000053,36.38000107,2,360,NA,169,2,1,0,N,0,0,1,50,3.099999905,0,1,1,0,1,16,270.2913818,0,0
4038,1,1,1,304,3,1120,0,5,5,1,3,201,0,9,9,NA,NA,1,M,0,34,1.600000024,0,9583,2100,14683,2100,3159,449,0,737,1,1,7,1,2,0,18.8239994,19.27000046,2,360,NA,440,2,0,0,N,0,0,2,1212,3.200000048,0,0,1,1,1,22,212.2271576,0,0
4049,1,1,1,108,1,1120,0,5,5,1,2,104,3,NA,NA,NA,NA,1,M,0,6,6,1,3000,0,8706,0,1092,156,0,89,1,1,9,1,3,0,12.53999996,17.77000046,1,480,NA,160,2,0,0,N,0,0,3,239,4.300000191,0,0,1,1,0,16,187.247879,0,0
4051,1,1,1,120,1,1120,0,3,3,1,2,60,3,NA,NA,NA,NA,1,M,1,8,1,1,3006,1805,3006,2018,1124,150,0,17,2,1,14,2,3,0,25,36,1,480,NA,150,2,0,0,Y,0,0,5,40,3.099999905,0,1,1,0,0,15,252.1727448,0,0
4052,1,1,1,650,1,1120,1,5,8,1,4,242,0,NA,NA,NA,NA,1,U,0,14,6,1,20166,0,20166,0,6392,1050,0,429,1,1,6,2,1,0,31.70000076,32.04999924,1,480,NA,1150,1,0,0,N,0,0,2,684,3.200000048,0,0,1,1,1,20,270.3711243,0,0
4054,1,1,1,94,1,1120,0,5,5,1,2,34,3,NA,NA,NA,NA,1,M,4,2,2,0,2071,754,2071,754,1031,117,12,21,1,1,10,1,1,1,36,44,1,480,NA,117,2,0,0,N,0,0,3,80,3.200000048,1,1,0,0,1,12,328.1080933,0,0
4056,1,1,1,138,1,1120,0,5,8,1,4,62,3,NA,NA,NA,NA,1,U,0,2,2,0,4930,0,5177,0,1423,153,0,22,1,1,8,2,1,0,27.48999977,29.20999908,1,360,NA,153,2,0,0,Y,0,0,3,37,10.60000038,0,1,1,0,0,14,243.1023712,0,0
4062,1,1,1,112,1,1120,0,5,5,1,2,57,0,NA,NA,NA,NA,1,M,0,4,4,0,2513,800,3927,800,1176,150,0,34,1,1,20,2,2,0,24.13999939,39.5,1,360,NA,140,2,0,0,N,0,0,2,58,3.200000048,0,1,1,0,1,14,219.7587433,0,0
4063,1,1,1,122,1,1120,0,4,4,1,2,37,3,NA,NA,NA,NA,1,M,2,1,1,0,1841,1251,1841,1251,1155,135,0,21,1,1,4,2,1,1,37.34999847,37.34999847,1,480,NA,135,2,0,0,Y,0,0,3,40,2,0,0,1,0,1,14,219.1657715,0,0
4065,1,1,1,495,3,1120,0,5,5,1,2,202,0,1,1,NA,NA,1,M,3,20,15,0,5516,11300,5516,11300,4779,594,0,118,1,0,9,1,2,0,28.42000008,37,1,360,NA,594,2,0,0,N,0,0,2,496,3.900000095,0,0,1,1,0,14,222.4111176,0,0
4066,1,1,1,142,3,1120,0,3,3,1,2,44,0,1,1,NA,NA,1,M,3,5,5,0,3242,437,3242,437,1426,158,0,85,1,0,19,2,6,1,39,44,1,480,NA,158,2,0,0,Y,0,1,2,151,3.900000095,0,1,1,1,0,14,270.713623,0,0
4067,1,1,1,63,3,1120,0,3,8,1,4,27,0,3,3,NA,NA,1,U,0,6,2,0,2237,0,2237,0,682,125,0,100,2,0,8,2,6,1,29,37,1,480,NA,125,1,0,0,N,0,1,2,125,1.799999952,0,1,1,0,0,14,250.5468597,0,0
4068,1,1,1,112,3,1120,1,3,3,2,2,63,0,3,3,NA,NA,3,S,1,2,2,0,2860,1400,3835,1400,1051,112,14,28,2,0,28,2,5,1,22.20999908,33.49000168,1,480,NA,112,3,0,0,N,0,0,2,49,2,0,1,0,0,0,10,289.8712769,0,1
4069,1,1,1,143,2,1120,1,3,8,2,4,65,0,NA,NA,NA,NA,1,U,0,10,2,0,5417,0,5417,0,1332,180,0,39,2,0,32,2,5,0,24.59000015,29.38999939,1,480,NA,150,1,0,0,N,0,1,2,59,3.200000048,0,0,1,0,1,18,270.3711243,0,0
4071,1,1,1,225,1,1120,0,5,5,1,2,75,0,NA,NA,NA,NA,1,M,2,14,8,0,6291,0,6291,0,2269,260,0,35,1,1,24,1,2,0,36.06999969,44.47000122,1,480,NA,260,2,0,0,N,0,0,3,287,3.900000095,0,0,1,1,1,18,244.436676,0,0
4072,1,1,1,71,2,1120,0,5,8,1,4,37,0,NA,NA,NA,NA,1,U,0,8,6,0,3069,0,3069,0,920,89,0,38,1,1,11,2,1,1,30,35,1,480,NA,89,1,0,0,N,0,0,2,37,3.099999905,0,0,1,0,1,19,198.2371063,0,0
4074,1,1,1,640,1,1120,0,5,8,1,4,410,0,NA,NA,NA,NA,1,U,0,12,12,1,34166,0,34166,0,5900,800,0,676,1,1,9,2,6,0,17.27000046,35.90000153,1,480,T QUALIFIE,800,2,0,0,N,0,0,3,1066,3.200000048,0,0,0,1,1,22,272.0224609,0,0
4075,1,1,1,258,1,1120,0,5,8,1,4,119,0,NA,NA,NA,NA,1,U,0,11,11,0,7916,0,9939,0,2528,323,0,307,1,1,21,1,1,0,26,39,1,360,T QUALIFIE,325,2,0,0,N,0,0,3,1041,3.099999905,0,0,1,1,0,24,278.0483398,0,0
4076,1,1,1,190,3,1120,0,3,2,1,1,115,0,3,3,NA,NA,2,U,0,11,11,0,3376,1000,6756,2800,1758,237,24,27,2,0,13,4,5,1,24.90999985,33.86000061,1,480,NA,237,3,0,0,Y,0,1,2,83,3.200000048,0,0,1,1,1,25,306.8191223,0,1
4078,1,1,1,189,1,1120,0,5,5,1,2,65,0,NA,NA,NA,NA,1,M,1,9,4,1,5449,0,5449,0,1784,210,0,21,1,1,27,2,1,1,33,34,1,480,NA,210,2,0,0,Y,0,0,3,308,5.300000191,0,0,1,0,0,13,278.0483398,0,0
4079,1,1,1,127,1,1120,0,5,5,1,2,57,0,NA,NA,NA,NA,1,M,1,9,6,0,2910,1824,2910,1824,1219,159,0,39,1,1,20,2,1,1,25.75,39.36000061,1,480,T QUALIFIE,159,2,0,0,N,0,0,3,40,3.200000048,0,0,1,0,0,14,198.3387756,0,0
4081,1,1,1,149,2,1120,0,5,8,1,4,50,0,NA,3,NA,NA,1,M,2,13,1,0,2571,0,4136,0,1287,165,0,34,1,0,2,2,4,1,31,31,1,480,NA,166,2,0,0,N,0,0,3,65,3.900000095,0,0,1,0,1,10,198.2371063,0,0
4083,1,1,1,66,1,1120,0,5,8,1,4,52,0,NA,NA,NA,NA,1,U,0,3,2,0,4333,0,4333,0,784,83,0,47,1,1,6,2,1,0,18.09000015,30.15999985,1,480,NA,83,1,0,0,N,0,0,2,53,1.799999952,0,0,1,0,1,16,198.2371063,0,0
4084,1,1,1,224,1,1120,0,3,3,1,2,72,0,NA,NA,NA,NA,1,M,0,9,1,0,6000,0,6000,0,2118,280,0,40,1,1,18,2,5,1,35.29999924,42.74000168,1,480,NA,281,2,0,0,Y,0,0,3,87,1.799999952,1,1,0,0,1,18,224.3343658,0,0
4085,1,1,1,257,1,1120,0,5,5,1,2,84,0,NA,NA,NA,NA,1,M,2,11,1,0,4708,2333,4708,2333,2474,285,0,17,1,1,29,1,2,1,35.13999939,35.13999939,1,480,NA,285,2,0,0,Y,0,0,3,96,3.200000048,0,0,1,0,0,19,383.892334,0,0
4086,1,1,1,116,1,1120,0,5,5,1,2,41,0,NA,NA,NA,NA,1,M,2,2,2,0,1887,1480,1943,1480,1126,145,0,157,2,1,20,1,2,0,33,39,1,480,T QUALIFIE,145,2,0,0,N,0,0,3,233,8.899999619,0,1,1,0,0,12,266.114502,0,0
4087,1,1,2,300,3,1120,0,5,5,1,2,123,0,4,NA,NA,NA,1,M,2,20,15,0,6053,3006,6053,3006,2500,375,37,97,1,1,13,1,1,0,19.47999954,34.93000031,1,480,NA,250,2,0,0,N,0,0,2,532,3.099999905,0,1,1,1,1,18,249.0143433,1,0
4089,1,1,1,221,1,1120,0,5,5,1,2,80,0,NA,NA,NA,NA,1,M,2,10,3.5,0,6125,0,6618,0,1872,245,0,50,3,1,25,1,1,0,29.57999992,37.22999954,1,360,NA,245,2,0,0,N,0,0,3,79,3.099999905,0,0,1,1,0,16,278.0483398,0,0
4090,1,1,1,203,1,1120,1,3,7,2,3,32,0,NA,NA,NA,NA,2,U,0,30,8,0,2667,0,2667,0,1688,225,0,32,2,1,5,2,1,0,33.38000107,38.86999893,1,480,NA,230,3,0,0,N,0,0,2,45,3.599999905,0,1,0,1,0,16,314.6860046,0,1
4091,1,1,1,145,1,1120,0,3,5,1,2,43,0,NA,NA,NA,NA,2,M,0,1,1,0,1821,1734,1821,1734,1295,161,0,20,2,1,19,2,1,1,18.11000061,29.79000092,1,360,NA,161,3,0,0,Y,0,0,2,20,2,0,1,1,0,0,18,246.8852386,0,1
4092,1,1,1,149,1,1120,0,5,2,1,2,64,0,NA,NA,NA,NA,1,M,0,8,1,0,3020,2770,3020,2770,1289,165,0,18,2,1,12,1,1,0,24.57999992,33.52999878,1,360,NA,170,1,0,0,N,0,0,2,68,3.099999905,0,0,1,0,1,12,199.6498566,0,0
4095,1,1,1,136,1,1120,0,5,5,1,2,52,0,NA,NA,NA,NA,1,M,1,3.25,3.25,0,2200,1825,2500,1825,1100,170,0,59,2,1,14,1,1,0,26.53000069,38.84999847,1,360,NA,170,2,0,0,N,0,0,2,152,3.099999905,0,0,1,0,1,17,210.4754333,0,0
4096,1,1,1,490,1,1120,0,5,7,1,3,120,0,NA,NA,NA,NA,1,M,0,8,4,0,14583,0,14583,0,4397,635,0,195,2,1,19,1,1,0,30.14999962,42.09000015,1,480,NA,635,2,0,0,N,0,0,2,578,5.300000191,0,0,1,1,0,16,228.1230774,0,0
4100,1,1,1,124,2,1120,0,5,7,2,3,46,0,NA,NA,NA,NA,1,M,3,15,1.5,0,3416,0,3833,0,1336,158,0,23,1,1,9,2,1,0,28.13999939,28.39999962,1,360,NA,138,2,0,0,N,0,0,1,13,3.200000048,0,1,0,0,0,12,281.2130127,0,0
4101,1,1,1,126,1,1120,0,3,3,1,2,57,0,NA,NA,NA,NA,1,M,2,10,1.580000043,0,1603,1684,1603,1684,1250,140,0,21,3,1,7,2,1,0,25.56999969,35.40000153,1,360,NA,140,2,0,0,N,0,0,2,38,5.300000191,0,1,1,0,1,13,249.0143433,0,0
4104,1,1,1,99,1,1120,0,5,7,1,3,26,0,NA,NA,NA,NA,2,U,0,5,5,1,2335,0,2920,0,993,110,0,10,2,1,14,2,1,0,27.67000008,28.18000031,1,360,NA,110,3,0,0,N,0,0,1,17,8.899999619,0,1,1,0,1,12,213.1527863,0,1
4107,1,1,1,289,3,1120,0,5,5,1,2,94,0,3,3,NA,NA,1,M,6,21,19,0,6833,1000,6833,1000,2387,385,0,16,3,0,25,2,6,1,36.61999893,47.77999878,1,480,NA,385,2,0,0,N,0,0,1,159,3.099999905,0,0,1,1,1,16,232.2040253,0,0
4108,1,1,1,186,1,1120,0,3,3,1,2,62,0,NA,NA,NA,NA,1,M,1,7,3,0,3417,1750,3417,1750,1649,207,0,21,2,1,25,2,1,0,31.46999931,40.97999954,1,360,NA,226,1,0,0,N,0,0,1,37,3.900000095,0,0,1,1,1,14,219.1657715,0,0
4109,1,1,1,242,1,1120,0,5,5,1,2,127,0,NA,NA,NA,NA,1,M,0,9,5,0,7250,3333,7250,3333,1796,305,0,180,4,1,20,1,1,0,19.26000023,19.44000053,1,360,NA,305,2,0,0,N,0,0,3,286,3.200000048,0,0,1,1,0,19,268.4025879,0,0
4110,1,1,1,120,1,1120,1,3,3,2,2,35,0,NA,NA,NA,NA,2,U,1,5,2,0,1700,1179,1700,1179,862,150,0,38,3,1,3,2,1,0,17.32999992,18.51000023,1,480,NA,154,3,0,0,N,0,0,2,85,3.599999905,0,0,1,0,0,12,322.249054,0,1
4111,1,1,1,113,1,1120,0,4,4,2,1,50,0,NA,NA,NA,NA,1,M,2,7,5,0,2031,1632,2031,1632,990,134,0,26,3,1,18,2,1,0,24.20000076,32.02999878,1,480,NA,135,2,0,0,N,0,0,1,36,3.200000048,0,1,0,0,0,14,281.2130127,0,0
4112,1,1,1,204,1,1120,0,5,5,1,2,59,0,NA,NA,NA,NA,1,M,2,11,1,0,4350,564,4350,564,1576,279,0,19,2,1,16,2,1,0,34.70000076,46.45000076,1,360,NA,279,2,0,0,N,0,0,1,172,3.599999905,0,1,1,0,0,16,231.5017853,0,0
4113,1,1,1,113,2,1120,1,5,7,1,3,45,0,NA,NA,NA,NA,1,U,0,4,3.5,0,3750,0,3750,0,937,125,0,19,2,1,4,1,1,0,25.32999992,34.16999817,1,480,NA,150,2,0,0,N,0,0,2,199,2,0,1,1,0,1,16,313.143219,0,0
4115,1,1,1,130,1,1120,0,3,7,1,3,66,0,NA,NA,NA,NA,1,U,0,7,3.5,0,5483,0,5683,0,1389,144,0,39,2,1,11,1,1,0,29.70999908,31.77000046,1,360,NA,144,2,0,0,N,0,0,1,135,3.099999905,0,1,0,0,1,18,346.6666565,0,0
4117,1,1,1,116,2,1120,0,3,7,1,3,71,0,NA,NA,NA,NA,1,U,0,3,3,1,5833,0,5833,0,1153,144,0,33,1,1,8,3,2,0,18.85000038,30.82999992,1,360,NA,145,2,0,0,N,0,0,1,104,10.60000038,0,1,1,1,1,17,270.2913818,0,0
4119,1,1,1,143,1,1120,1,5,5,1,1,59,0,NA,NA,NA,NA,1,U,0,1.5,1.5,0,2250,2416,2250,2416,1051,159,0,51,4,1,23,2,1,0,28.25,35.36999893,1,360,NA,160,1,0,0,N,0,0,1,76,3.200000048,0,0,1,0,1,16,-8.333333015,0,0
4120,1,1,1,96,2,1120,0,5,7,1,3,30,0,NA,NA,NA,NA,1,U,0,5.5,5.5,0,2500,0,2500,0,1040,129,0,34,1,1,4,2,1,0,39.38000107,39.38000107,1,480,NA,130,1,0,0,N,0,0,0,70,3.200000048,0,0,0,0,0,23,410.4303894,0,0
4121,1,1,1,185,1,1120,1,5,5,1,2,89,0,NA,NA,NA,NA,1,M,0,15,2,0,6700,750,6700,750,1744,205,0,37,4,1,45,2,1,0,23.11000061,39.22000122,1,480,NA,231,1,0,0,Y,0,0,2,156,3.599999905,0,0,1,0,1,17,300.4559937,0,0
4122,1,1,1,105,1,1120,0,3,3,1,2,74,0,NA,NA,NA,NA,1,M,1,4,4,1,6166,0,6166,0,905,120,0,31,4,1,9,2,1,0,14.60000038,20.04999924,1,480,NA,127,2,0,0,N,0,0,1,54,3.599999905,0,1,1,0,1,14,270.2913818,0,0
4123,1,1,1,130,2,1120,1,5,7,1,3,33,0,NA,NA,NA,NA,1,U,0,4,0,0,2750,0,2750,0,1243,184,0,22,1,0,0,2,4,0,46.84999847,47.93999863,1,360,NA,195,1,0,0,N,0,1,4,197,4.300000191,0,1,1,0,1,16,344.8421021,0,0
4124,1,1,1,122,1,1120,0,5,7,2,3,56,0,NA,NA,NA,NA,1,U,0,10,3,0,4500,0,4500,0,1151,152,0,35,1,1,7,2,1,0,22.30999947,31.14999962,1,360,NA,153,2,0,0,N,0,0,1,21,1.799999952,0,0,1,0,0,16,256.614624,0,0
4127,1,1,2,151,1,1120,0,5,7,1,3,120,0,NA,NA,NA,NA,1,M,2,10,10,1,15771,0,15771,0,1110,188,0,145,2,1,41,1,1,0,9.779999733,11.35000038,1,480,NA,189,2,0,0,N,0,0,1,11395,3.599999905,0,1,1,1,0,20,221.7298737,1,0
4129,1,1,2,188,2,1120,0,5,7,1,3,68,0,NA,NA,NA,NA,4,M,3,20,5,1,5000,0,5000,0,1735,235,0,59,3,1,15,2,1,0,19.69000053,25.67000008,1,480,NA,237,3,0,0,N,0,1,2,406,10.60000038,0,1,0,1,1,13,315.8305359,1,1
4130,1,1,1,153,3,1120,0,3,3,1,1,161,0,3,3,NA,NA,1,M,0,15,1,0,3417,10000,3417,10000,1259,170,0,90,4,0,17,1,5,1,18.40999985,31.88999939,1,480,NA,170,2,0,0,Y,0,0,1,526,3.200000048,0,0,1,1,0,20,264.5699463,0,0
4133,1,1,1,123,1,1120,0,5,5,1,2,49,0,NA,NA,NA,NA,1,M,1,8,1,0,2427,1677,2882,1843,1070,137,0,43,3,1,13,2,1,0,25.61000061,35.16999817,1,480,NA,137,2,0,0,N,0,0,1,60,10.60000038,0,1,1,0,1,13,276.1918335,0,0
4134,1,1,2,122,1,1120,1,5,5,1,2,123,0,NA,NA,NA,NA,1,M,0,6,3,0,7355,2889,7355,2889,1074,152,0,41,2,1,17,1,1,0,19.51000023,24.42000008,1,480,NA,152,1,0,0,N,0,0,1,100,1.799999952,0,0,1,0,1,16,202.5212097,1,0
4136,1,1,1,60,1,1120,0,5,5,1,2,38,0,NA,NA,NA,NA,1,M,0,999999.375,999999.375,0,0,0,2213,1125,743,190,0,86,2,1,21,2,1,0,23.55999947,31.84000015,1,360,NA,195,1,0,0,N,0,0,1,241,3.599999905,0,0,1,1,1,17,232.1639557,0,0
4139,1,1,1,61,1,1120,1,5,7,2,3,41,0,NA,NA,NA,NA,1,U,0,14,11,0,3445,0,3445,0,621,68,3,4,2,1,8,2,1,0,17.77000046,19.21999931,1,360,NA,68,1,0,0,N,0,0,1,10,3.200000048,0,0,1,1,1,17,202.5212097,0,0
4140,1,1,1,149,1,1120,0,5,5,2,1,106,0,NA,NA,NA,NA,1,M,2,5,1.5,0,1805,4293,3177,4293,1556,166,0,47,5,1,22,1,1,0,38.24000168,42.15000153,1,480,NA,170,1,0,0,N,0,0,1,305,4.300000191,0,1,1,0,1,14,261.7910156,0,0
4142,1,1,1,135,2,1120,0,5,5,1,2,70,0,NA,NA,NA,NA,1,M,0,3,3,0,3200,2200,3366,2200,1273,155,0,25,3,1,25,2,2,0,21.18000031,33.93000031,1,360,NA,157,2,0,0,N,0,0,1,43,3.599999905,0,0,1,0,0,16,219.2020874,0,0
4143,1,1,2,96,1,1120,1,5,7,1,3,120,0,NA,NA,NA,NA,1,M,2,10,10,1,15771,0,15771,0,863,138,0,135,1,1,44,1,1,0,8.819999695,10.78999996,1,480,NA,140,2,0,0,N,0,0,2,5390,3.599999905,0,0,1,1,1,20,260.9567261,1,0
4146,1,1,1,67,3,1120,1,5,5,1,1,84,0,4,4,NA,NA,1,U,0,1.5,0.5,0,1916,5063,1916,5063,749,74,0,21,2,1,17,2,1,0,10.38000011,26.79000092,1,360,NA,74,1,0,0,Y,0,0,1,310,3.200000048,0,0,1,0,1,14,270.3711243,0,0
4147,1,1,1,265,3,1120,0,3,3,1,2,99,0,3,3,NA,NA,1,M,0,9,0.3300000131,0,6000,0,6000,2250,2104,295,0,29,2,0,21,2,5,1,28.05999947,35.81999969,1,360,NA,295,2,0,0,N,0,0,1,104,3.599999905,0,0,1,0,1,18,182.1941071,0,0
